Game Turn, Player, Action, Belief, City
50, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
50, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
50, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
50, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
50, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
50, 5, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
50, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
50, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
50, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
50, 8, Adopt Religion, N/A, LOC_CITY_HUE
50, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
50, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
50, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
50, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
50, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
50, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
50, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
50, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
50, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
50, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
50, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
50, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
50, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
50, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
50, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
51, 3, Add belief to 打爆对面, BELIEF_HOLY_ORDER, N/A
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_RA_KEDET
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_SWENETT
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_IWNW
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_NEKHEN
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_AKHETATEN
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_SENA
51, 0, Adopt Religion, N/A, LOC_CITY_NAME_SHEDET
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON_STK
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_BORSIPPA
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_KARKAR
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_DUR_KURIGALZU
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_ESHNUNNA
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_MASHKAN_SHAPIR
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_MALGIUM
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
51, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
51, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
51, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
51, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
51, 5, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
51, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
51, 7, Adopt Religion, N/A, LOC_CITY_NAME_BERLIN
51, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
51, 8, Adopt Religion, N/A, LOC_CITY_HUE
51, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
51, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
51, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
51, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
51, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
51, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
51, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
51, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
51, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
51, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
51, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
51, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
51, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
51, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
51, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
55, 9, Add belief to LOC_RELIGION_ISLAM, BELIEF_JUST_WAR, N/A
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_RA_KEDET
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_SWENETT
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_IWNW
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_NEKHEN
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_AKHETATEN
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_SENA
55, 0, Adopt Religion, N/A, LOC_CITY_NAME_SHEDET
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON_STK
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_BORSIPPA
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_KARKAR
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_DUR_KURIGALZU
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_ESHNUNNA
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_MASHKAN_SHAPIR
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_MALGIUM
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
55, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
55, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
55, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
55, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_TROAS
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_CHALKIDIKI
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_ALEXANDRIA_LATMUS
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_FEZ
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_METHONE
55, 5, Adopt Religion, N/A, LOC_CITY_NAME_BUENOS_AIRES
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_RIO_DE_JANEIRO
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_SAO_PAULO
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_FORTALEZA
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_CURITIBA
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_SALVADOR
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
55, 6, Adopt Religion, N/A, LOC_CITY_NAME_PORTO_ALEGRE
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_AACHEN
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAGDEBURG
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_COLOGNE
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_DORTMUND
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_HEIDELBERG
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_MAINZ
55, 7, Adopt Religion, N/A, LOC_CITY_NAME_BERLIN
55, 8, Adopt Religion, N/A, LOC_CITY_HA_NOI
55, 8, Adopt Religion, N/A, LOC_CITY_HUE
55, 8, Adopt Religion, N/A, LOC_CITY_QUANG_TRI
55, 8, Adopt Religion, N/A, LOC_CITY_HOI_AN
55, 8, Adopt Religion, N/A, LOC_CITY_HOA_LU
55, 8, Adopt Religion, N/A, LOC_CITY_DONG_HOI
55, 8, Adopt Religion, N/A, LOC_CITY_CAN_THO
55, 8, Adopt Religion, N/A, LOC_CITY_NAME_VILNIUS
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_ROME
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARRETIUM
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_ARPINUM
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_LUGDUNUM
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_CUMAE
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_BRUNDISIUM
55, 9, Adopt Religion, N/A, LOC_CITY_NAME_SETIA
55, 10, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
55, 12, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
55, 13, Adopt Religion, N/A, LOC_CITY_NAME_JOHANNESBURG
55, 14, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
55, 15, Adopt Religion, N/A, LOC_CITY_NAME_VATICAN_CITY
55, 17, Adopt Religion, N/A, LOC_CITY_NAME_YEREVAN
55, 20, Adopt Religion, N/A, LOC_CITY_NAME_KUMASI
55, 21, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
56, 8, Add belief to LOC_RELIGION_CONFUCIANISM, BELIEF_PAPAL_PRIMACY, N/A
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_RA_KEDET
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_MEMPHIS
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_SWENETT
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_IWNW
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_NEKHEN
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_AKHETATEN
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_SENA
56, 0, Adopt Religion, N/A, LOC_CITY_NAME_SHEDET
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON_STK
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_BORSIPPA
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_KARKAR
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_DUR_KURIGALZU
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_ESHNUNNA
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_MASHKAN_SHAPIR
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_MALGIUM
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_DURMUTI
56, 1, Adopt Religion, N/A, LOC_CITY_NAME_NERIBTUM
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_PATNA
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHENNAI
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_DELHI
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_CALCUTTA
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_MUMBAI
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_JABALPUR
56, 2, Adopt Religion, N/A, LOC_CITY_NAME_TRIVANDRUM
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIANI
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_TIMBUKTU
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_WALATA
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_KUMBI_SALEH
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_GAO
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_AWDAGHUST
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_KIRINA
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_KANGABA
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_NIORO
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_NTERET
56, 3, Adopt Religion, N/A, LOC_CITY_NAME_JENNE
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_MEROE
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_SEDEINGA
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_KERMA
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_KAWA
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_EL_KURRU
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_QASR_IBRIM
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_HEH
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_SHAAT
56, 4, Adopt Religion, N/A, LOC_CITY_NAME_NURI
56, 5, Adopt Religion, N/A, LOC_CITY_NAME_PELLA
