Turn, EventType, GovernorName, Owner, City
47, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_GERMANY, LOC_CITY_NAME_YEREVAN
47, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_VIETNAM, LOC_CITY_NAME_YEREVAN
47, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_PRESLAV
47, Governor Established, LOC_GOVERNOR_THE_BUILDER_NAME, CIVILIZATION_INDIA, NO CITY
47, Governor Promoted, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_MALI, NO CITY
47, Governor Appointed, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_MALI, NO CITY
47, Governor Assigned, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_MALI, LOC_CITY_NAME_KUMBI_SALEH
48, Governor Promoted, LOC_SECRETSOCIETY_SANGUINE_PACT_NAME, CIVILIZATION_MACEDON, NO CITY
48, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MACEDON, LOC_CITY_NAME_YEREVAN
48, Governor Promoted, LOC_SECRETSOCIETY_HERMETIC_ORDER_NAME, CIVILIZATION_BRAZIL, NO CITY
48, Governor Promoted, LOC_SECRETSOCIETY_VOIDSINGERS_NAME, CIVILIZATION_ROME, NO CITY
48, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_YEREVAN
48, Governor Established, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_NUBIA, NO CITY
48, Governor Promoted, LOC_SECRETSOCIETY_VOIDSINGERS_NAME, CIVILIZATION_INDIA, NO CITY
48, Governor Promoted, LOC_GOVERNOR_THE_BUILDER_NAME, CIVILIZATION_INDIA, NO CITY
48, Governor Promoted, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_EGYPT, NO CITY
48, Governor Appointed, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_EGYPT, NO CITY
48, Governor Promoted, LOC_SECRETSOCIETY_HERMETIC_ORDER_NAME, CIVILIZATION_BABYLON_STK, NO CITY
48, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_EGYPT, LOC_CITY_NAME_NEKHEN
48, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BABYLON_STK, NO CITY
48, Governor Promoted, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MALI, NO CITY
48, Governor Appointed, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MALI, NO CITY
48, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MALI, LOC_CITY_NAME_AWDAGHUST
48, Governor Promoted, LOC_SECRETSOCIETY_SANGUINE_PACT_NAME, CIVILIZATION_NUBIA, NO CITY
48, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_NUBIA, NO CITY
48, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_NUBIA, NO CITY
49, Governor Promoted, LOC_GOVERNOR_THE_CARDINAL_NAME, CIVILIZATION_MACEDON, NO CITY
49, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MACEDON, LOC_CITY_NAME_BABYLON
49, Governor Promoted, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BRAZIL, NO CITY
49, Governor Promoted, LOC_GOVERNOR_THE_CARDINAL_NAME, CIVILIZATION_ROME, NO CITY
49, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_BABYLON
49, Governor Established, LOC_GOVERNOR_THE_RESOURCE_MANAGER_NAME, CIVILIZATION_EGYPT, NO CITY
49, Governor Established, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BABYLON_STK, NO CITY
49, Governor Established, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_MALI, NO CITY
50, Governor Promoted, LOC_GOVERNOR_THE_CARDINAL_NAME, CIVILIZATION_MACEDON, NO CITY
50, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_BRAZIL, NO CITY
50, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_GERMANY, NO CITY
50, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_VIETNAM, NO CITY
50, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_VIETNAM, LOC_CITY_NAME_BABYLON
50, Governor Established, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_MALI, NO CITY
50, Governor Established, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_MALI, NO CITY
51, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_GERMANY, LOC_CITY_NAME_BABYLON
51, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MALI, NO CITY
52, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MACEDON, NO CITY
52, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, NO CITY
52, Governor Established, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_EGYPT, NO CITY
52, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_NUBIA, NO CITY
53, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_VIETNAM, NO CITY
53, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_YEREVAN
54, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_GERMANY, NO CITY
54, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_MALI, LOC_CITY_NAME_VATICAN_CITY
54, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_MALI, LOC_CITY_NAME_GAO
54, Governor Assigned, LOC_GOVERNOR_THE_BUILDER_NAME, CIVILIZATION_EGYPT, LOC_CITY_NAME_IWNW
54, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_EGYPT, LOC_CITY_NAME_MEMPHIS
55, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_SALVADOR
55, Governor Promoted, LOC_SECRETSOCIETY_HERMETIC_ORDER_NAME, CIVILIZATION_GERMANY, NO CITY
55, Governor Promoted, LOC_SECRETSOCIETY_VOIDSINGERS_NAME, CIVILIZATION_VIETNAM, NO CITY
55, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BABYLON_STK, NO CITY
56, Governor Promoted, LOC_GOVERNOR_THE_CARDINAL_NAME, CIVILIZATION_GERMANY, NO CITY
56, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_VIETNAM, NO CITY
56, Governor Appointed, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_VIETNAM, NO CITY
56, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_VIETNAM, LOC_CITY_DONG_HOI
56, Governor Established, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, NO CITY
56, Governor Promoted, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_NUBIA, NO CITY
56, Governor Appointed, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_NUBIA, NO CITY
56, Governor Assigned, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_NUBIA, LOC_CITY_NAME_KURGUS
57, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BRAZIL, NO CITY
57, Governor Appointed, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BRAZIL, NO CITY
57, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_CURITIBA
57, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_GERMANY, NO CITY
57, Governor Appointed, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_GERMANY, NO CITY
57, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_GERMANY, LOC_CITY_NAME_DORTMUND
57, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_VIETNAM, LOC_CITY_HOA_LU
57, Governor Promoted, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BABYLON_STK, NO CITY
58, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_PORTO_ALEGRE
58, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_FORTALEZA
58, Governor Assigned, LOC_GOVERNOR_THE_RESOURCE_MANAGER_NAME, CIVILIZATION_NUBIA, LOC_CITY_NAME_EL_KURRU
58, Governor Assigned, LOC_GOVERNOR_THE_BUILDER_NAME, CIVILIZATION_NUBIA, LOC_CITY_NAME_QASR_IBRIM
58, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_NUBIA, LOC_CITY_NAME_KERMA
58, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_PORTO_ALEGRE
58, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_FORTALEZA
59, Governor Established, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_NUBIA, NO CITY
59, Governor Assigned, LOC_GOVERNOR_THE_EDUCATOR_NAME, CIVILIZATION_BRAZIL, LOC_CITY_NAME_SALVADOR
59, Governor Promoted, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_VIETNAM, NO CITY
59, Governor Appointed, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_VIETNAM, NO CITY
59, Governor Assigned, LOC_GOVERNOR_THE_DEFENDER_NAME, CIVILIZATION_VIETNAM, LOC_CITY_HUE
59, Governor Promoted, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_ROME, NO CITY
59, Governor Appointed, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_ROME, NO CITY
59, Governor Assigned, LOC_GOVERNOR_THE_AMBASSADOR_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_BABYLON
59, Governor Assigned, LOC_GOVERNOR_THE_MERCHANT_NAME, CIVILIZATION_ROME, LOC_CITY_NAME_ARPINUM
