Game Turn, From, To, Initiator, Type, SubType, Message
40, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
40, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
40, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
40, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
40, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
40, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
40, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
40, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
40, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
40, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
40, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
40, 3, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
40, 3, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
40, 3, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
40, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
40, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
40, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
40, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
40, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Restoring Session
40, 3, 1, ?, ?, ?, ?, Closing Session
40, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
40, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
40, 0, 4, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
41, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
41, 5, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
41, 5, 7, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
41, 7, 14, ?, SET_WAR_STATE, ffffffff, ?, Processing Action From AI to AI
41, 7, 8, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
41, 7, 8, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
41, 7, 8, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
43, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
43, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
43, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
43, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
43, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
43, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
43, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
43, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
43, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
43, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 3, 1, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
43, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
43, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
43, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
43, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
43, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
43, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
43, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
43, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
43, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
43, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
43, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
43, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
43, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
43, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
43, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
43, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
43, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
43, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
43, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
43, 3, 1, 3, MAKE_DEAL, NONE, 00000000, Restoring Session
43, 1, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
43, 1, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
43, 1, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
43, 1, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
43, 3, 1, ?, ?, ?, ?, Closing Session
43, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Restoring Session
43, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Processing Statement
43, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
43, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
43, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
43, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
43, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
43, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
43, 4, 1, ?, ?, ?, ?, Closing Session
44, 5, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
44, 5, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
44, 5, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
44, 5, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
44, 5, 8, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
44, 5, 8, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
44, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
44, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
44, 4, 2, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
44, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
44, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
44, 4, 2, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
44, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
44, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
44, 2, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
46, 8, 9, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
46, 8, 9, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
46, 8, 9, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
46, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
46, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
46, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
46, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
46, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
46, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
46, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
46, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
47, 7, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
47, 7, 9, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
47, 7, 9, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
47, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
47, 4, 0, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
47, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
47, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
47, 4, 0, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
47, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
47, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
47, 0, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
47, 1, 0, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
47, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
47, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
47, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 1, 0, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
47, 1, 2, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
47, 1, 4, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
47, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
47, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
47, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
47, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Adding to pending
47, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Broadcasting
47, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Processing Statement
47, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Processing Immediately
47, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
47, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing local session
47, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Restoring Session
47, 4, 1, ?, ?, ?, ?, Closing Session
47, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
47, 2, 3, 2, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
47, 2, 3, 2, MAKE_DEAL, NONE, 00000000, Processing Statement
47, 2, 3, 2, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
47, 2, 3, 2, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
47, 1, 3, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
47, 1, 3, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
47, 1, 3, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
47, 1, 3, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 1, 3, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
47, 1, 3, 1, MAKE_DEAL, NONE, 00000000, Adding to pending
47, 1, 3, 1, MAKE_DEAL, NONE, 00000000, Broadcasting
47, 1, 3, 1, MAKE_DEAL, NONE, 00000000, Processing Statement
47, 1, 3, 1, MAKE_DEAL, NONE, 00000000, Processing Immediately
47, 3, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
47, 3, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
47, 3, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
47, 3, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
47, 3, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing local session
47, 1, 2, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
47, 1, 2, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
47, 1, 2, 1, MAKE_DEAL, NONE, 00000000, Adding to pending
47, 1, 2, 1, MAKE_DEAL, NONE, 00000000, Broadcasting
47, 1, 2, 1, MAKE_DEAL, NONE, 00000000, Processing Statement
47, 1, 2, 1, MAKE_DEAL, NONE, 00000000, Processing Immediately
47, 2, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
47, 2, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing local session
49, 7, 8, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
49, 7, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
49, 7, 5, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
49, 7, 6, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
49, 9, 4, -1, MAKE_DEAL, NONE, 00000000, Requesting Session (B)
49, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Adding to pending
49, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Processing Statement
49, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
49, 9, 4, 9, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
49, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Processing Statement
49, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Not for local adding to notification
49, 4, 9, 9, MAKE_DEAL, NONE, NEGATIVE, Notification sent; closing session
49, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Processing Statement
49, 4, 1, 4, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
49, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Processing Statement
49, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Notification sent; closing local session
49, 4, 1, 4, MAKE_DEAL, NONE, 00000000, Restoring Session
49, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Adding to pending
49, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Broadcasting
49, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
49, 1, 4, 4, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Immediately
49, 4, 1, ?, ?, ?, ?, Closing Session
49, 1, 4, -1, MAKE_DEAL, NONE, INITIAL, Requesting Session (A)
49, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Adding to pending
49, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Broadcasting
49, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Processing Statement
49, 1, 4, 1, MAKE_DEAL, NONE, INITIAL, Processing Immediately
49, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Adding to pending
49, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Broadcasting
49, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Processing Statement
49, 1, 4, 1, MAKE_DEAL, NONE, 00000000, Processing Immediately
49, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
49, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing local session
49, 4, 1, 1, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Restoring Session
49, 4, 1, ?, ?, ?, ?, Closing Session
50, 6, 7, -1, DIPLOMATIC_WARNING, NONE, 00000000, Requesting Session (B)
50, 6, 7, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
50, 6, 7, -1, DIPLOMATIC_WARNING, NONE, INITIAL, Requesting session between two AIs!
50, 7, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, 00000000, Requesting Session (B)
50, 7, 6, ?, MAKE_PROMISE, ffffffff, ?, Processing Action From AI to AI
50, 7, 6, -1, DIPLOMATIC_HIDDEN_AGENDA_KUDO, NONE, INITIAL, Requesting session between two AIs!
50, 9, 8, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
50, 9, 8, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
50, 9, 8, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
50, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
50, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
50, 0, 3, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
50, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
50, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
50, 0, 3, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
50, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
50, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
50, 3, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
50, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
50, 0, 1, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing local session
50, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Processing Statement
50, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
50, 0, 2, 0, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
50, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Processing Statement
50, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
50, 0, 2, 0, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
50, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
50, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
50, 2, 0, 0, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
50, 2, 4, 2, MAKE_DEAL, NONE, INITIAL, Processing Statement
50, 2, 4, 2, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
50, 2, 4, 2, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
50, 2, 4, 2, MAKE_DEAL, NONE, 00000000, Processing Statement
50, 2, 4, 2, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
50, 2, 4, 2, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
50, 4, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
50, 4, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
50, 4, 2, 2, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
51, 6, 8, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
51, 6, 9, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
51, 6, 5, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
51, 6, 7, ?, SET_EMBASSY, ffffffff, ?, Processing Action From AI to AI
51, 8, 7, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, 00000000, Requesting Session (B)
51, 8, 7, ?, MAKE_PROMISE, 9c55a0d8, ?, Processing Action From AI to AI
51, 8, 7, -1, WARNING_TOO_MANY_TROOPS_NEAR_ME, NONE, INITIAL, Requesting session between two AIs!
51, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
51, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
51, 3, 4, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
51, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
51, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
51, 3, 4, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
51, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Processing Statement
51, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Not for local adding to notification
51, 4, 3, 3, MAKE_DEAL, HUMAN_ACCEPT_DEAL, POSITIVE, Notification sent; closing session
51, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
51, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
51, 3, 0, 3, MAKE_DEAL, NONE, INITIAL, Notification sent; closing session
51, 3, 0, 3, MAKE_DEAL, NONE, 00000000, Processing Statement
51, 3, 0, 3, MAKE_DEAL, NONE, 00000000, Not for local adding to notification
51, 3, 0, 3, MAKE_DEAL, NONE, 00000000, Notification sent; closing session
51, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Processing Statement
51, 3, 2, 3, MAKE_DEAL, NONE, INITIAL, Not for local adding to notification
