Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
41, CIVILIZATION_VATICAN_CITY, 1, 7, 18, 13, 6, 0, 0, 0, 9, 8, 231, 0, 6, 5, 13, 0, 9, 20
41, CIVILIZATION_VILNIUS, 1, 8, 19, 13, 5, 0, 0, 0, 12, 6, 141, 0, 8, 4, 7, 0, 10, 21
41, CIVILIZATION_YEREVAN, 1, 7, 17, 13, 6, 0, 0, 0, 8, 6, 102, 0, 5, 4, 5, 0, 9, 18
41, CIVILIZATION_KUMASI, 1, 8, 17, 13, 5, 0, 0, 0, 9, 6, 195, 0, 7, 6, 9, 0, 6, 21
41, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 7, 0, 0, 0, 9, 6, 92, 0, 6, 4, 9, 0, 9, 18
41, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
41, CIVILIZATION_EGYPT, 7, 30, 18, 12, 6, 0, 0, 0, 78, 17, 90, 68, 57, 34, 61, 22, 117, 110
41, CIVILIZATION_BABYLON_STK, 6, 28, 10, 12, 5, 0, 0, 0, 73, 17, 60, 182, 44, 67, 55, 8, 125, 112
41, CIVILIZATION_INDIA, 6, 26, 18, 16, 5, 0, 0, 0, 85, 25, 462, 140, 59, 50, 91, 119, 83, 96
41, CIVILIZATION_MALI, 7, 31, 8, 13, 4, 0, 0, 0, 74, 9, 299, 356, 25, 55, 105, 142, 81, 99
41, CIVILIZATION_NUBIA, 8, 41, 17, 16, 7, 0, 0, 0, 103, 39, 174, 317, 62, 92, 84, 28, 144, 139
42, CIVILIZATION_MACEDON, 7, 42, 23, 13, 22, 0, 0, 0, 80, 17, 76, 143, 77, 29, 30, 54, 341, 146
42, CIVILIZATION_BRAZIL, 6, 51, 15, 16, 24, 0, 0, 0, 84, 33, 151, 564, 44, 48, 61, 305, 276, 179
42, CIVILIZATION_GERMANY, 5, 40, 20, 15, 32, 0, 0, 0, 64, 27, 149, 598, 65, 58, 58, 80, 301, 141
42, CIVILIZATION_VIETNAM, 6, 38, 21, 13, 32, 0, 0, 0, 80, 42, 202, 188, 48, 59, 73, 127, 375, 122
42, CIVILIZATION_ROME, 6, 37, 23, 12, 35, 0, 0, 0, 75, 26, 298, 177, 75, 30, 66, 91, 356, 117
42, CIVILIZATION_BABYLON, 1, 8, 19, 12, 6, 0, 0, 0, 9, 7, 229, 0, 7, 5, 11, 0, 9, 24
42, CIVILIZATION_HATTUSA, 1, 6, 18, 13, 5, 0, 0, 0, 7, 5, 55, 0, 14, 5, 7, 0, 10, 13
42, CIVILIZATION_JOHANNESBURG, 1, 8, 20, 12, 4, 0, 0, 0, 10, 8, 283, 36, 7, 5, 18, 1, 7, 24
42, CIVILIZATION_LISBON, 1, 9, 19, 13, 4, 0, 0, 0, 11, 6, 192, 0, 7, 5, 15, 0, 8, 24
42, CIVILIZATION_VATICAN_CITY, 1, 7, 18, 13, 6, 0, 0, 0, 9, 8, 244, 0, 6, 5, 13, 0, 9, 20
42, CIVILIZATION_VILNIUS, 1, 8, 20, 13, 4, 0, 0, 0, 12, 6, 147, 0, 8, 4, 7, 0, 10, 21
42, CIVILIZATION_YEREVAN, 1, 7, 18, 13, 6, 0, 0, 0, 8, 6, 107, 0, 5, 4, 5, 0, 9, 18
42, CIVILIZATION_KUMASI, 1, 8, 18, 13, 5, 0, 0, 0, 9, 6, 203, 0, 7, 6, 9, 0, 9, 22
42, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 7, 0, 0, 0, 9, 6, 101, 0, 6, 4, 9, 0, 9, 18
42, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
42, CIVILIZATION_EGYPT, 7, 33, 18, 13, 6, 0, 0, 0, 84, 20, 139, 31, 65, 39, 64, 27, 126, 121
42, CIVILIZATION_BABYLON_STK, 6, 31, 11, 13, 5, 0, 0, 0, 76, 21, 126, 190, 50, 72, 74, 8, 134, 129
42, CIVILIZATION_INDIA, 6, 28, 19, 16, 5, 0, 0, 0, 86, 27, 306, 139, 65, 53, 99, 122, 90, 99
42, CIVILIZATION_MALI, 7, 32, 9, 14, 4, 0, 0, 0, 76, 11, 397, 294, 25, 57, 110, 158, 89, 107
42, CIVILIZATION_NUBIA, 8, 43, 17, 17, 7, 0, 0, 0, 104, 41, 248, 347, 68, 98, 90, 30, 143, 148
43, CIVILIZATION_MACEDON, 7, 45, 23, 13, 23, 0, 0, 0, 80, 17, 77, 198, 84, 30, 30, 54, 360, 154
43, CIVILIZATION_BRAZIL, 7, 52, 15, 16, 25, 0, 0, 0, 93, 36, 215, 608, 56, 49, 88, 303, 294, 188
43, CIVILIZATION_GERMANY, 5, 41, 21, 15, 33, 0, 0, 0, 67, 27, 188, 683, 64, 57, 58, 85, 299, 144
43, CIVILIZATION_VIETNAM, 6, 39, 22, 14, 35, 0, 0, 0, 82, 42, 219, 168, 48, 59, 71, 135, 405, 136
43, CIVILIZATION_ROME, 6, 39, 23, 12, 37, 0, 0, 0, 77, 28, 318, 268, 98, 31, 67, 91, 372, 119
43, CIVILIZATION_BABYLON, 1, 9, 20, 12, 6, 0, 0, 0, 9, 7, 239, 0, 6, 5, 10, 0, 7, 24
43, CIVILIZATION_HATTUSA, 1, 6, 19, 13, 5, 0, 0, 0, 7, 5, 58, 0, 14, 5, 7, 0, 10, 13
43, CIVILIZATION_JOHANNESBURG, 1, 8, 20, 12, 4, 0, 0, 0, 10, 8, 301, 37, 7, 5, 18, 1, 7, 24
43, CIVILIZATION_LISBON, 1, 9, 20, 13, 4, 0, 0, 0, 11, 6, 207, 0, 7, 5, 15, 0, 8, 23
43, CIVILIZATION_VATICAN_CITY, 1, 7, 19, 13, 6, 0, 0, 0, 9, 8, 257, 0, 6, 5, 13, 0, 9, 20
43, CIVILIZATION_VILNIUS, 1, 8, 21, 13, 4, 0, 0, 0, 12, 6, 152, 0, 8, 4, 7, 0, 10, 21
43, CIVILIZATION_YEREVAN, 1, 7, 19, 13, 6, 0, 0, 0, 8, 6, 107, 0, 5, 4, 5, 0, 9, 18
43, CIVILIZATION_KUMASI, 1, 9, 19, 13, 5, 0, 0, 0, 9, 7, 204, 0, 6, 6, 8, 0, 7, 24
43, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 7, 0, 0, 0, 9, 6, 105, 0, 6, 4, 9, 0, 9, 18
43, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
43, CIVILIZATION_EGYPT, 7, 35, 18, 13, 6, 0, 0, 0, 84, 23, 193, 59, 67, 44, 70, 27, 139, 128
43, CIVILIZATION_BABYLON_STK, 6, 36, 12, 14, 5, 0, 0, 0, 78, 24, 211, 198, 64, 78, 94, 8, 149, 139
43, CIVILIZATION_INDIA, 6, 31, 20, 16, 5, 0, 0, 0, 87, 30, 156, 261, 68, 54, 106, 122, 95, 108
43, CIVILIZATION_MALI, 7, 33, 10, 14, 4, 0, 0, 0, 78, 13, 382, 351, 27, 65, 120, 168, 93, 109
43, CIVILIZATION_NUBIA, 8, 47, 17, 18, 7, 0, 0, 0, 106, 42, 273, 376, 72, 98, 90, 28, 162, 152
44, CIVILIZATION_MACEDON, 7, 46, 24, 13, 24, 0, 0, 0, 80, 17, 63, 143, 85, 31, 30, 54, 374, 158
44, CIVILIZATION_BRAZIL, 7, 53, 15, 17, 27, 0, 0, 0, 93, 39, 292, 640, 58, 53, 97, 302, 310, 195
44, CIVILIZATION_GERMANY, 5, 42, 22, 15, 33, 0, 0, 0, 69, 30, 112, 469, 64, 73, 59, 85, 314, 151
44, CIVILIZATION_VIETNAM, 6, 40, 22, 15, 34, 0, 0, 0, 82, 44, 237, 143, 51, 63, 73, 134, 431, 142
44, CIVILIZATION_ROME, 6, 41, 24, 13, 38, 0, 0, 0, 78, 29, 343, 247, 100, 31, 67, 94, 400, 128
44, CIVILIZATION_BABYLON, 1, 9, 21, 12, 6, 0, 0, 0, 9, 8, 243, 0, 6, 5, 10, 0, 8, 24
44, CIVILIZATION_HATTUSA, 1, 6, 20, 14, 5, 0, 0, 0, 7, 5, 61, 0, 14, 5, 7, 0, 10, 13
44, CIVILIZATION_JOHANNESBURG, 1, 8, 20, 12, 4, 0, 0, 0, 10, 8, 319, 38, 7, 5, 18, 1, 7, 24
44, CIVILIZATION_LISBON, 1, 9, 20, 13, 4, 0, 0, 0, 11, 6, 104, 0, 7, 5, 17, 0, 8, 23
44, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 13, 6, 0, 0, 0, 9, 8, 270, 0, 7, 5, 13, 0, 10, 24
44, CIVILIZATION_VILNIUS, 1, 8, 21, 13, 2, 0, 0, 0, 12, 6, 157, 0, 8, 4, 7, 0, 10, 21
44, CIVILIZATION_YEREVAN, 1, 7, 20, 13, 6, 0, 0, 0, 8, 7, 115, 0, 5, 4, 7, 0, 9, 18
44, CIVILIZATION_KUMASI, 1, 9, 20, 14, 5, 0, 0, 0, 9, 7, 211, 0, 6, 6, 8, 0, 7, 24
44, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 7, 0, 0, 0, 9, 6, 116, 0, 7, 4, 12, 0, 9, 18
44, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
44, CIVILIZATION_EGYPT, 7, 37, 19, 13, 7, 0, 0, 0, 86, 25, 203, 88, 70, 45, 75, 28, 141, 132
44, CIVILIZATION_BABYLON_STK, 6, 37, 13, 15, 5, 0, 0, 0, 81, 29, 168, 208, 73, 86, 115, 10, 161, 154
44, CIVILIZATION_INDIA, 7, 33, 21, 17, 5, 0, 0, 0, 99, 31, 111, 127, 73, 55, 112, 125, 105, 118
44, CIVILIZATION_MALI, 8, 37, 11, 15, 4, 0, 0, 0, 87, 15, 331, 216, 33, 68, 130, 174, 100, 119
44, CIVILIZATION_NUBIA, 8, 50, 19, 19, 7, 0, 0, 0, 109, 43, 210, 407, 74, 103, 125, 30, 176, 161
45, CIVILIZATION_MACEDON, 7, 48, 24, 14, 26, 0, 0, 0, 81, 17, 79, 199, 79, 31, 29, 57, 388, 163
45, CIVILIZATION_BRAZIL, 7, 58, 15, 17, 27, 0, 0, 0, 94, 42, 372, 663, 75, 55, 100, 312, 332, 205
45, CIVILIZATION_GERMANY, 6, 45, 22, 16, 34, 0, 0, 0, 77, 29, 116, 293, 77, 78, 59, 94, 352, 161
45, CIVILIZATION_VIETNAM, 6, 41, 23, 16, 35, 0, 0, 0, 83, 45, 258, 294, 49, 63, 76, 152, 422, 148
45, CIVILIZATION_ROME, 6, 42, 25, 14, 38, 0, 0, 0, 79, 32, 369, 211, 78, 42, 71, 94, 409, 136
45, CIVILIZATION_BABYLON, 1, 9, 21, 13, 6, 0, 0, 0, 9, 8, 252, 0, 6, 5, 10, 0, 8, 24
45, CIVILIZATION_HATTUSA, 1, 7, 20, 15, 5, 0, 0, 0, 7, 5, 64, 27, 13, 5, 6, 27, 8, 13
45, CIVILIZATION_JOHANNESBURG, 1, 9, 20, 13, 4, 0, 0, 0, 10, 8, 335, 38, 6, 5, 16, 0, 5, 24
45, CIVILIZATION_LISBON, 1, 9, 20, 13, 4, 0, 0, 0, 11, 7, 121, 0, 7, 5, 17, 0, 9, 24
45, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 13, 6, 0, 0, 0, 9, 8, 283, 0, 7, 5, 13, 0, 10, 24
45, CIVILIZATION_VILNIUS, 1, 8, 21, 13, 1, 0, 0, 0, 12, 6, 163, 0, 8, 4, 7, 0, 10, 21
45, CIVILIZATION_YEREVAN, 1, 7, 21, 13, 6, 0, 0, 0, 9, 7, 122, 0, 6, 4, 7, 0, 10, 18
45, CIVILIZATION_KUMASI, 1, 9, 20, 15, 5, 0, 0, 0, 9, 7, 217, 0, 6, 6, 8, 0, 7, 24
45, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 8, 0, 0, 0, 9, 6, 122, 0, 7, 4, 12, 0, 9, 18
45, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
45, CIVILIZATION_EGYPT, 7, 39, 20, 14, 7, 0, 0, 0, 91, 30, 107, 117, 73, 48, 84, 28, 150, 135
45, CIVILIZATION_BABYLON_STK, 6, 40, 14, 16, 5, 0, 0, 0, 84, 29, 282, 221, 68, 88, 124, 12, 165, 155
45, CIVILIZATION_INDIA, 7, 36, 22, 17, 5, 0, 0, 0, 100, 34, 159, 175, 74, 66, 115, 123, 117, 129
45, CIVILIZATION_MALI, 9, 39, 11, 16, 4, 0, 0, 0, 98, 16, 218, 299, 34, 73, 138, 189, 109, 128
45, CIVILIZATION_NUBIA, 9, 54, 19, 20, 7, 0, 0, 0, 117, 48, 122, 437, 77, 104, 113, 30, 199, 184
46, CIVILIZATION_MACEDON, 7, 48, 25, 14, 26, 0, 0, 0, 83, 17, 80, 141, 87, 31, 29, 57, 393, 164
46, CIVILIZATION_BRAZIL, 7, 59, 15, 18, 28, 0, 0, 0, 96, 43, 234, 357, 66, 60, 98, 320, 355, 211
46, CIVILIZATION_GERMANY, 6, 47, 23, 16, 34, 0, 0, 0, 80, 30, 115, 398, 90, 87, 66, 104, 378, 166
46, CIVILIZATION_VIETNAM, 6, 41, 23, 16, 37, 0, 0, 0, 86, 45, 292, 454, 49, 65, 79, 159, 422, 148
46, CIVILIZATION_ROME, 6, 44, 25, 15, 37, 0, 0, 0, 80, 32, 363, 308, 68, 46, 71, 96, 424, 140
46, CIVILIZATION_BABYLON, 1, 9, 21, 14, 6, 0, 0, 0, 9, 8, 262, 0, 6, 5, 10, 0, 8, 24
46, CIVILIZATION_HATTUSA, 1, 6, 20, 15, 5, 0, 0, 0, 7, 5, 67, 54, 14, 5, 7, 27, 10, 13
46, CIVILIZATION_JOHANNESBURG, 1, 9, 20, 14, 4, 0, 0, 0, 10, 8, 352, 39, 6, 5, 16, 0, 5, 24
46, CIVILIZATION_LISBON, 1, 9, 20, 14, 2, 0, 0, 0, 11, 7, 138, 0, 7, 5, 17, 0, 9, 24
46, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 14, 6, 0, 0, 0, 9, 8, 296, 0, 7, 5, 13, 0, 10, 24
46, CIVILIZATION_VILNIUS, 1, 8, 21, 13, 2, 0, 0, 0, 12, 6, 169, 0, 8, 4, 7, 0, 10, 22
46, CIVILIZATION_YEREVAN, 1, 7, 21, 13, 6, 0, 0, 0, 9, 7, 124, 0, 6, 4, 7, 0, 10, 18
46, CIVILIZATION_KUMASI, 1, 9, 20, 15, 5, 0, 0, 0, 9, 8, 226, 0, 6, 6, 10, 0, 7, 24
46, CIVILIZATION_PRESLAV, 1, 7, 19, 13, 8, 0, 0, 0, 9, 6, 132, 0, 7, 4, 12, 0, 9, 18
46, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_EGYPT, 7, 39, 21, 15, 7, 0, 0, 0, 92, 32, 171, 77, 77, 47, 86, 30, 149, 138
46, CIVILIZATION_BABYLON_STK, 6, 40, 15, 17, 5, 0, 0, 0, 88, 33, 132, 234, 63, 91, 123, 12, 180, 163
46, CIVILIZATION_INDIA, 7, 36, 22, 18, 5, 0, 0, 0, 103, 37, 260, 156, 74, 66, 119, 125, 120, 136
46, CIVILIZATION_MALI, 10, 41, 11, 17, 4, 0, 0, 0, 113, 18, 186, 307, 43, 77, 138, 188, 117, 137
46, CIVILIZATION_NUBIA, 9, 57, 20, 21, 7, 0, 0, 0, 122, 51, 198, 467, 93, 129, 157, 30, 202, 197
47, CIVILIZATION_MACEDON, 7, 50, 25, 14, 28, 0, 0, 0, 85, 17, 96, 197, 82, 34, 29, 55, 397, 168
47, CIVILIZATION_BRAZIL, 7, 60, 15, 18, 28, 0, 0, 0, 98, 44, 417, 356, 66, 57, 103, 318, 363, 218
47, CIVILIZATION_GERMANY, 6, 48, 23, 17, 35, 0, 0, 0, 81, 31, 136, 515, 100, 87, 70, 118, 381, 167
47, CIVILIZATION_VIETNAM, 6, 44, 23, 17, 38, 0, 0, 0, 87, 46, 289, 452, 51, 70, 79, 168, 466, 156
47, CIVILIZATION_ROME, 6, 45, 25, 15, 37, 0, 0, 0, 82, 32, 410, 265, 80, 50, 70, 96, 430, 143
47, CIVILIZATION_BABYLON, 1, 9, 21, 15, 6, 0, 0, 0, 9, 8, 271, 0, 6, 5, 10, 0, 8, 26
47, CIVILIZATION_HATTUSA, 1, 7, 20, 15, 5, 0, 0, 0, 7, 5, 70, 81, 13, 5, 6, 27, 8, 13
47, CIVILIZATION_JOHANNESBURG, 1, 9, 20, 15, 4, 0, 0, 0, 10, 8, 371, 40, 6, 5, 19, 0, 5, 27
47, CIVILIZATION_LISBON, 1, 9, 20, 15, 2, 0, 0, 0, 11, 7, 155, 0, 7, 5, 17, 0, 9, 24
47, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 15, 7, 0, 0, 0, 9, 8, 309, 0, 7, 5, 13, 0, 10, 24
47, CIVILIZATION_VILNIUS, 1, 8, 21, 14, 1, 0, 0, 0, 12, 6, 175, 0, 8, 4, 7, 0, 10, 22
47, CIVILIZATION_YEREVAN, 1, 7, 21, 14, 7, 0, 0, 0, 10, 8, 130, 0, 6, 4, 7, 0, 10, 18
47, CIVILIZATION_KUMASI, 1, 9, 20, 15, 6, 0, 0, 0, 9, 8, 233, 0, 6, 6, 10, 0, 7, 24
47, CIVILIZATION_PRESLAV, 1, 7, 19, 14, 8, 0, 0, 0, 9, 7, 143, 0, 7, 4, 12, 0, 10, 18
47, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_EGYPT, 7, 43, 22, 15, 8, 0, 0, 0, 94, 35, 242, 39, 79, 51, 96, 31, 165, 151
47, CIVILIZATION_BABYLON_STK, 6, 44, 15, 17, 5, 0, 0, 0, 91, 36, 197, 243, 65, 98, 138, 9, 197, 173
47, CIVILIZATION_INDIA, 7, 40, 23, 18, 5, 0, 0, 0, 107, 40, 379, 127, 79, 73, 138, 121, 136, 152
47, CIVILIZATION_MALI, 11, 45, 12, 17, 4, 0, 0, 0, 122, 21, 314, 427, 46, 82, 147, 180, 132, 154
47, CIVILIZATION_NUBIA, 9, 59, 21, 21, 7, 0, 0, 0, 125, 56, 215, 495, 95, 130, 176, 28, 210, 202
48, CIVILIZATION_MACEDON, 7, 52, 25, 15, 29, 0, 0, 0, 86, 17, 110, 138, 93, 53, 28, 60, 425, 194
48, CIVILIZATION_BRAZIL, 7, 62, 15, 19, 29, 0, 0, 0, 100, 45, 569, 422, 88, 77, 103, 395, 429, 251
48, CIVILIZATION_GERMANY, 6, 48, 24, 18, 35, 0, 0, 0, 81, 31, 186, 194, 103, 103, 67, 138, 442, 186
48, CIVILIZATION_VIETNAM, 6, 48, 24, 18, 39, 0, 0, 0, 89, 46, 346, 484, 71, 96, 83, 197, 571, 184
48, CIVILIZATION_ROME, 6, 45, 26, 16, 36, 0, 0, 0, 83, 32, 109, 231, 98, 62, 70, 112, 500, 166
48, CIVILIZATION_BABYLON, 1, 9, 21, 15, 6, 0, 0, 0, 9, 8, 281, 0, 6, 5, 10, 0, 8, 26
48, CIVILIZATION_HATTUSA, 1, 6, 20, 15, 5, 0, 0, 0, 7, 5, 73, 108, 14, 5, 7, 27, 10, 13
48, CIVILIZATION_JOHANNESBURG, 1, 9, 20, 15, 4, 0, 0, 0, 10, 8, 391, 41, 6, 5, 19, 0, 5, 27
48, CIVILIZATION_LISBON, 1, 9, 20, 15, 1, 0, 0, 0, 11, 7, 172, 0, 7, 5, 17, 0, 9, 24
48, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 15, 7, 0, 0, 0, 9, 8, 322, 0, 7, 5, 13, 0, 10, 24
48, CIVILIZATION_VILNIUS, 1, 8, 22, 15, 1, 0, 0, 0, 12, 5, 181, 0, 8, 4, 7, 0, 9, 22
48, CIVILIZATION_YEREVAN, 1, 8, 21, 15, 7, 0, 0, 0, 10, 8, 136, 0, 7, 4, 7, 0, 11, 20
48, CIVILIZATION_KUMASI, 1, 9, 20, 15, 6, 0, 0, 0, 9, 8, 240, 0, 6, 6, 10, 0, 7, 24
48, CIVILIZATION_PRESLAV, 1, 8, 20, 15, 8, 0, 0, 0, 9, 7, 154, 0, 8, 4, 12, 0, 10, 20
48, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_EGYPT, 7, 44, 23, 16, 8, 0, 0, 0, 97, 36, 148, 70, 88, 53, 109, 31, 170, 159
48, CIVILIZATION_BABYLON_STK, 9, 50, 16, 18, 5, 0, 0, 0, 112, 37, 173, 253, 72, 83, 128, 9, 227, 193
48, CIVILIZATION_INDIA, 7, 42, 24, 18, 5, 0, 0, 0, 107, 43, 503, 169, 82, 72, 142, 121, 142, 159
48, CIVILIZATION_MALI, 11, 49, 13, 18, 4, 0, 0, 0, 125, 25, 441, 254, 50, 84, 199, 186, 132, 172
48, CIVILIZATION_NUBIA, 9, 61, 22, 21, 7, 0, 0, 0, 128, 57, 170, 524, 98, 95, 178, 28, 229, 206
49, CIVILIZATION_MACEDON, 7, 52, 26, 15, 30, 0, 0, 0, 88, 16, 124, 202, 108, 54, 28, 60, 416, 192
49, CIVILIZATION_BRAZIL, 7, 66, 15, 20, 31, 0, 0, 0, 103, 47, 393, 504, 90, 89, 113, 432, 464, 258
49, CIVILIZATION_GERMANY, 6, 49, 25, 18, 36, 0, 0, 0, 84, 32, 356, 334, 104, 127, 91, 140, 461, 190
49, CIVILIZATION_VIETNAM, 6, 48, 24, 19, 41, 0, 0, 0, 94, 47, 426, 576, 71, 105, 83, 271, 594, 183
49, CIVILIZATION_ROME, 6, 47, 26, 17, 36, 0, 0, 0, 84, 31, 141, 354, 123, 66, 74, 123, 520, 165
49, CIVILIZATION_BABYLON, 1, 9, 21, 15, 6, 0, 0, 0, 9, 8, 290, 0, 6, 5, 10, 0, 8, 26
49, CIVILIZATION_HATTUSA, 1, 7, 20, 15, 5, 0, 0, 0, 9, 5, 75, 135, 10, 5, 6, 27, 10, 17
49, CIVILIZATION_JOHANNESBURG, 1, 9, 20, 15, 4, 0, 0, 0, 10, 8, 410, 42, 6, 5, 19, 0, 5, 27
49, CIVILIZATION_LISBON, 1, 9, 20, 15, 1, 0, 0, 0, 11, 7, 189, 0, 7, 5, 17, 0, 9, 24
49, CIVILIZATION_VATICAN_CITY, 1, 8, 20, 15, 7, 0, 0, 0, 9, 8, 335, 0, 7, 5, 13, 0, 10, 24
49, CIVILIZATION_VILNIUS, 1, 8, 22, 15, 1, 0, 0, 0, 12, 5, 187, 0, 8, 4, 7, 0, 9, 22
49, CIVILIZATION_YEREVAN, 1, 8, 21, 16, 7, 0, 0, 0, 10, 8, 143, 0, 7, 4, 7, 0, 11, 20
