Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
58, CIVILIZATION_YEREVAN, 1, 9, 26, 21, 7, 0, 0, 0, 13, 11, 144, 0, 7, 5, 7, 0, 12, 28
58, CIVILIZATION_BUENOS_AIRES, 1, 6, 17, 16, 0, 0, 0, 0, 14, 3, 77, 0, 6, 2, 5, 0, 5, 16
58, CIVILIZATION_KUMASI, 1, 10, 23, 23, 8, 0, 0, 0, 9, 8, 337, 1, 7, 6, 13, 0, 8, 27
58, CIVILIZATION_PRESLAV, 1, 9, 26, 22, 9, 0, 0, 0, 10, 9, 186, 0, 8, 5, 12, 0, 12, 27
58, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58, CIVILIZATION_EGYPT, 8, 64, 27, 23, 8, 0, 0, 0, 135, 49, 220, 262, 133, 140, 222, 44, 252, 236
58, CIVILIZATION_BABYLON_STK, 9, 82, 26, 25, 5, 0, 0, 0, 152, 72, 1022, 282, 203, 192, 444, 33, 436, 318
58, CIVILIZATION_INDIA, 7, 67, 31, 25, 16, 0, 0, 0, 132, 55, 225, 767, 153, 129, 283, 252, 229, 232
58, CIVILIZATION_MALI, 11, 85, 23, 25, 4, 0, 0, 0, 159, 53, 368, 936, 165, 140, 354, 429, 238, 303
59, CIVILIZATION_NUBIA, 10, 83, 31, 28, 11, 2, 0, 0, 170, 68, 488, 550, 166, 179, 299, 50, 549, 291
59, CIVILIZATION_MACEDON, 6, 54, 30, 22, 30, 0, 0, 0, 90, 11, 92, 226, 129, 91, 35, 103, 522, 181
59, CIVILIZATION_BRAZIL, 7, 89, 25, 25, 27, 6, 0, 0, 123, 63, 205, 1289, 144, 160, 105, 813, 708, 349
59, CIVILIZATION_GERMANY, 7, 71, 29, 26, 33, 5, 0, 0, 122, 44, 195, 1240, 194, 235, 132, 229, 771, 292
59, CIVILIZATION_VIETNAM, 8, 76, 29, 24, 55, 0, 0, 0, 139, 68, 353, 1019, 191, 144, 100, 520, 1035, 250
59, CIVILIZATION_ROME, 7, 63, 30, 21, 28, 0, 0, 0, 107, 39, 236, 597, 142, 105, 82, 398, 677, 207
59, CIVILIZATION_BABYLON, 1, 11, 25, 24, 8, 0, 0, 0, 14, 9, 239, 0, 7, 5, 9, 0, 11, 37
59, CIVILIZATION_HATTUSA, 1, 7, 27, 23, 4, 0, 0, 0, 12, 7, 117, 648, 9, 5, 9, 54, 11, 20
59, CIVILIZATION_JOHANNESBURG, 1, 10, 23, 23, 5, 0, 0, 0, 10, 8, 601, 51, 7, 5, 19, 0, 8, 29
59, CIVILIZATION_LISBON, 1, 10, 22, 23, 0, 0, 0, 0, 12, 7, 341, 0, 8, 5, 16, 0, 9, 26
59, CIVILIZATION_VATICAN_CITY, 1, 10, 22, 23, 7, 0, 0, 0, 9, 8, 471, 0, 8, 6, 14, 0, 11, 27
59, CIVILIZATION_YEREVAN, 1, 9, 27, 22, 8, 0, 0, 0, 13, 11, 146, 0, 7, 5, 7, 0, 12, 28
59, CIVILIZATION_BUENOS_AIRES, 1, 6, 18, 17, 0, 0, 0, 0, 14, 3, 82, 0, 6, 2, 5, 0, 5, 16
59, CIVILIZATION_KUMASI, 1, 10, 24, 24, 8, 0, 0, 0, 11, 8, 345, 2, 7, 6, 12, 0, 9, 30
59, CIVILIZATION_PRESLAV, 1, 9, 27, 23, 9, 0, 0, 0, 10, 9, 186, 0, 7, 5, 9, 0, 12, 27
59, CIVILIZATION_FREE_CITIES, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59, CIVILIZATION_EGYPT, 8, 65, 27, 24, 8, 0, 0, 0, 141, 50, 209, 307, 123, 143, 221, 44, 258, 237
59, CIVILIZATION_BABYLON_STK, 9, 83, 27, 25, 5, 0, 0, 0, 153, 77, 1442, 316, 222, 197, 462, 34, 449, 323
59, CIVILIZATION_INDIA, 7, 67, 31, 25, 15, 0, 0, 0, 136, 55, 256, 1015, 146, 122, 274, 248, 225, 232
59, CIVILIZATION_MALI, 11, 91, 24, 25, 3, 0, 0, 0, 161, 56, 335, 969, 181, 145, 365, 479, 249, 314
