Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers, Fav Tech, Combat Desire
57, 17, 330, 40, 0, 0:0, 0:0, TECH_GUNPOWDER, 0.0
57, 18, 0, 144, 260, 0:0, 0:0, TECH_CASTLES, 7.4
57, 20, 264, 0, 0, 0:0, 0:0, NO_TECH, 0.0
57, 21, 415, 0, 40, 0:0, 0:0, NO_TECH, 0.0
57, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
57, 0, 280, 211, 340, 1:0, 1:1, TECH_BALLISTICS, 3.2
57, 1, 53, 46, 303, 1:0, 1:1, TECH_CASTLES, 3.9
57, 2, 100, 0, 86, 3:0, 1:1, TECH_MILITARY_SCIENCE, 2.4
57, 3, 20, 0, 80, 3:0, 1:1, TECH_IRON_WORKING, 4.3
57, 4, 330, 632, 76, 1:0, 1:1, TECH_GUNPOWDER, 17.8
58, 5, 1340, 240, 360, 5:0, 2:1, TECH_BALLISTICS, 0.0
58, 6, 1192, 0, 555, 9:0, 1:1, TECH_STIRRUPS, 0.0
58, 7, 1048, 0, 526, 14:0, 1:1, TECH_BALLISTICS, 0.4
58, 8, 2229, 210, 1468, 5:0, 1:1, TECH_BALLISTICS, 0.0
58, 9, 1428, 210, 365, 3:0, 1:1, TECH_BALLISTICS, 0.0
58, 10, 228, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 12, 156, 82, 253, 0:0, 0:0, TECH_GUNPOWDER, 2.0
58, 13, 112, 0, 0, 0:0, 0:0, NO_TECH, 2.0
58, 14, 145, 116, 0, 0:0, 0:0, TECH_STIRRUPS, 3.2
58, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 17, 376, 40, 0, 0:0, 0:0, TECH_GUNPOWDER, 0.0
58, 18, 0, 144, 260, 0:0, 0:0, TECH_CASTLES, 7.4
58, 20, 264, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 21, 461, 0, 80, 0:0, 0:0, NO_TECH, 0.0
58, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
58, 0, 380, 261, 340, 1:0, 1:1, TECH_BALLISTICS, 3.2
58, 1, 53, 0, 257, 1:0, 1:1, TECH_CASTLES, 3.9
58, 2, 100, 0, 136, 3:0, 1:1, TECH_MILITARY_SCIENCE, 2.5
58, 3, 10, 0, 108, 3:0, 1:1, TECH_IRON_WORKING, 4.4
58, 4, 330, 592, 112, 1:0, 1:1, TECH_GUNPOWDER, 16.0
58, 4, 330, 552, 112, 1:0, 1:1, TECH_METAL_CASTING, 14.0
58, 5, 1340, 240, 360, 5:0, 2:1, TECH_BALLISTICS, 0.0
58, 6, 1192, 0, 555, 9:0, 1:1, TECH_STIRRUPS, 0.0
58, 7, 1048, 0, 526, 14:0, 1:1, TECH_BALLISTICS, 0.4
58, 8, 2229, 210, 1468, 5:0, 1:1, TECH_BALLISTICS, 0.0
58, 9, 1428, 210, 365, 3:0, 1:1, TECH_BALLISTICS, 0.0
58, 10, 228, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 12, 156, 82, 253, 0:0, 0:0, TECH_GUNPOWDER, 2.0
58, 13, 112, 0, 0, 0:0, 0:0, NO_TECH, 2.0
58, 14, 145, 116, 0, 0:0, 0:0, TECH_STIRRUPS, 3.2
58, 15, 144, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 17, 376, 40, 0, 0:0, 0:0, TECH_GUNPOWDER, 0.0
58, 18, 0, 144, 260, 0:0, 0:0, TECH_CASTLES, 7.4
58, 20, 264, 0, 0, 0:0, 0:0, NO_TECH, 0.0
58, 21, 461, 0, 80, 0:0, 0:0, NO_TECH, 0.0
58, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
58, 0, 380, 261, 340, 1:0, 1:1, TECH_BALLISTICS, 3.2
58, 1, 53, 0, 257, 1:0, 1:1, TECH_CASTLES, 3.9
58, 2, 100, 0, 136, 3:0, 1:1, TECH_MILITARY_SCIENCE, 2.5
58, 3, 10, 0, 108, 3:0, 1:1, TECH_IRON_WORKING, 4.4
59, 4, 392, 537, 144, 2:0, 1:1, TECH_METAL_CASTING, 10.7
59, 5, 1258, 240, 360, 4:0, 2:1, TECH_BALLISTICS, 0.0
59, 6, 1313, 0, 865, 8:0, 1:1, TECH_GUNPOWDER, 0.0
59, 7, 1158, 0, 474, 15:0, 1:1, TECH_BALLISTICS, 0.6
59, 8, 2248, 250, 1201, 5:0, 1:1, TECH_BALLISTICS, 0.0
59, 9, 1311, 250, 405, 3:0, 1:1, TECH_BALLISTICS, 0.0
59, 10, 232, 0, 0, 0:0, 0:0, NO_TECH, 0.0
59, 12, 156, 46, 217, 0:0, 0:0, TECH_METAL_CASTING, 2.0
59, 13, 40, 0, 0, 0:0, 0:0, NO_TECH, 2.0
59, 14, 145, 116, 40, 0:0, 0:0, TECH_STIRRUPS, 3.2
59, 15, 72, 0, 0, 0:0, 0:0, NO_TECH, 0.0
59, 17, 422, 0, 0, 0:0, 0:0, TECH_METAL_CASTING, 0.0
59, 18, 0, 50, 260, 0:0, 0:0, TECH_MILITARY_TACTICS, 3.2
59, 20, 300, 0, 0, 0:0, 0:0, NO_TECH, 0.0
59, 21, 425, 0, 80, 0:0, 0:0, NO_TECH, 0.0
59, 62, 0, 0, 0, 0:0, 0:0, TECH_ARCHERY, 2.0
59, 0, 380, 256, 490, 1:0, 1:1, TECH_BALLISTICS, 3.2
59, 1, 53, 0, 211, 1:0, 1:1, TECH_GUNPOWDER, 3.9
59, 2, 0, 0, 86, 3:0, 1:1, TECH_MILITARY_SCIENCE, 2.5
59, 3, 0, 0, 90, 3:0, 1:1, TECH_IRON_WORKING, 4.4
