Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 62, 63
40, 5, ,, -31:DIPLO_STATE_WAR, -67:DIPLO_STATE_WAR, -40:DIPLO_STATE_WAR, -64:DIPLO_STATE_WAR, -54:DIPLO_STATE_WAR,, 6:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 6, Threat and Trust,, 10.16:6:2.00, 10.16:6:1.00, 10.16:6:2.00, 10.16:6:2.00, 10.16:6:6.00, 60.16:3:-10.00,, 60.16:3:1.00, 82.36:1:-5.00, 75.45:2:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 7, ,, -82:DIPLO_STATE_WAR, -85:DIPLO_STATE_WAR, -88:DIPLO_STATE_WAR, -102:DIPLO_STATE_WAR, -82:DIPLO_STATE_WAR, -9:DIPLO_STATE_ALLIED, 9:DIPLO_STATE_ALLIED,, 4:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 7, Threat and Trust,, 10.16:6:2.00, 10.16:6:1.00, 10.16:6:1.00, 10.16:6:2.00, 10.16:6:6.00, 60.16:3:-10.00, 60.16:3:-5.00,, 78.36:1:-5.00, 71.45:2:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 8, ,, -93:DIPLO_STATE_WAR, -103:DIPLO_STATE_WAR, -75:DIPLO_STATE_WAR, -87:DIPLO_STATE_WAR, -84:DIPLO_STATE_WAR, -5:DIPLO_STATE_ALLIED, 7:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED,, 19:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 8, Threat and Trust,, 10.16:6:2.00, 10.16:6:1.00, 10.16:6:2.00, 10.16:6:2.00, 10.16:6:6.00, 60.16:1:-10.00, 60.16:1:-5.00, 60.16:1:1.00,, 60.16:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 9, ,, -80:DIPLO_STATE_WAR, -93:DIPLO_STATE_WAR, -68:DIPLO_STATE_WAR, -72:DIPLO_STATE_WAR, -62:DIPLO_STATE_WAR, -15:DIPLO_STATE_ALLIED, 9:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_ALLIED, -1:DIPLO_STATE_ALLIED,, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 9, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00, 10.16:6:2.00, 10.16:6:1.00, 10.16:6:2.00, 60.16:3:-10.00, 60.16:3:-5.00, 60.16:3:1.00, 67.61:2:-5.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 10, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 10, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 108.91:4:0.00, 107.86:5:0.00, 111.86:3:0.00, 133.36:1:0.00, 125.91:2:0.00,,,,, 0.00:11:0.00,,, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 12, ,, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 12, Threat and Trust,, 15.50:6:0.00, 10.16:8:0.00, 10.16:8:0.00, 10.16:8:0.00, 15.36:7:0.00, 114.30:4:0.00, 113.25:5:0.00, 117.25:3:0.00, 138.75:1:0.00, 131.30:2:0.00,,,,,,,, 0.00:11:0.00,,,, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 13, ,, 0:DIPLO_STATE_AWARE, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 13, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 113.61:4:0.00, 112.55:5:0.00, 116.55:3:0.00, 138.05:1:0.00, 130.61:2:0.00,,,,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 14, ,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 14, Threat and Trust,, 20.11:6:0.00, 10.16:9:0.00, 18.20:8:0.00, 10.16:9:0.00, 19.95:7:0.00, 118.91:4:0.00, 117.86:5:0.00, 121.86:3:0.00, 143.36:1:0.00, 135.91:2:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 15, ,, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 15, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 109.05:4:0.00, 108.00:5:0.00, 112.00:3:0.00, 133.50:1:0.00, 126.05:2:0.00,,,,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 17, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_WAR_WITH_MAJOR, 4:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_AWARE, 6:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 17, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 110.86:4:0.00, 109.80:5:0.00, 113.80:3:0.00, 135.30:1:0.00, 127.86:2:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 20, ,, 2:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 20, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 108.95:4:0.00, 107.91:5:0.00, 111.91:3:0.00, 133.41:1:0.00, 125.95:2:0.00,, 0.00:11:0.00,,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 21, ,, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
51, 21, Threat and Trust,, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 10.16:6:0.00, 104.45:4:0.00, 103.41:5:0.00, 107.41:3:0.00, 128.91:1:0.00, 121.45:2:0.00,,, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
51, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, 62, Threat and Trust,, 22.25:6:0.00, 15.80:9:0.00, 20.36:8:0.00, 10.16:10:0.00, 22.11:7:0.00, 121.05:4:0.00, 120.00:5:0.00, 124.00:3:0.00, 145.50:1:0.00, 138.05:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, 0, ,,, 3:DIPLO_STATE_ALLIED, 27:DIPLO_STATE_ALLIED, 5:DIPLO_STATE_ALLIED, 50:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 0, Threat and Trust,,, 10.16:7:8.00, 10.16:7:8.00, 10.16:7:8.00, 10.16:7:16.00, 110.05:4:-10.00, 109.00:5:-5.00, 113.00:3:0.00, 134.50:1:-5.00, 127.05:2:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 1, ,, 29:DIPLO_STATE_ALLIED,, 53:DIPLO_STATE_ALLIED, 48:DIPLO_STATE_ALLIED, 36:DIPLO_STATE_ALLIED, -6:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -13:DIPLO_STATE_WAR, -9:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 1, Threat and Trust,, 15.30:7:6.00,, 10.16:8:7.00, 10.16:8:8.00, 16.25:6:13.00, 115.20:4:-10.00, 114.16:5:-5.00, 118.16:3:0.00, 139.66:1:-5.00, 132.20:2:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 2, ,, 41:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_ALLIED,, 52:DIPLO_STATE_ALLIED, 51:DIPLO_STATE_ALLIED, -1:DIPLO_STATE_WAR, 4:DIPLO_STATE_WAR, -2:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 13:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 2, Threat and Trust,, 10.16:6:7.00, 10.16:6:8.00,, 10.16:6:8.00, 10.16:6:17.00, 103.05:4:-10.00, 102.00:5:-5.00, 106.00:3:0.00, 127.50:1:-5.00, 120.05:2:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 3, ,, 22:DIPLO_STATE_ALLIED, 33:DIPLO_STATE_ALLIED, 60:DIPLO_STATE_ALLIED,, 26:DIPLO_STATE_ALLIED, -19:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 3, Threat and Trust,, 17.20:8:9.00, 10.16:9:10.00, 24.20:6:9.00,, 18.16:7:18.00, 117.11:4:-10.00, 116.05:5:-5.00, 120.05:3:0.00, 141.55:1:-5.00, 134.11:2:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
51, 4, ,, 51:DIPLO_STATE_ALLIED, -2:DIPLO_STATE_ALLIED, 28:DIPLO_STATE_ALLIED, 3:DIPLO_STATE_ALLIED,, 6:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
51, 4, Threat and Trust,, 10.16:6:12.00, 10.16:6:14.00, 10.16:6:17.00, 10.16:6:17.00,, 107.61:4:-10.00, 106.55:5:-5.00, 110.55:3:2.00, 132.05:2:-5.00, 188.20:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
