Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 62, 63
40, 5, ,, -31:DIPLO_STATE_WAR, -67:DIPLO_STATE_WAR, -40:DIPLO_STATE_WAR, -64:DIPLO_STATE_WAR, -54:DIPLO_STATE_WAR,, 6:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 21, Threat and Trust,, 60.16:5:0.00, 60.16:5:0.00, 74.45:2:0.00, 60.16:5:0.00, 60.16:5:0.00, 62.80:4:0.00, 52.50:10:0.00, 63.25:3:0.00, 97.25:1:0.00, 59.41:9:0.00, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56, 62, Threat and Trust,, 72.91:7:0.00, 66.16:9:0.00, 94.16:2:0.00, 65.45:10:0.00, 81.55:5:0.00, 82.50:4:0.00, 72.20:8:0.00, 82.95:3:0.00, 116.95:1:0.00, 79.11:6:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56, 0, ,,, 9:DIPLO_STATE_ALLIED, -2:DIPLO_STATE_ALLIED, -8:DIPLO_STATE_ALLIED, 30:DIPLO_STATE_ALLIED, 2:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 0, Threat and Trust,,, 60.16:8:11.00, 117.40:1:9.00, 60.16:8:15.00, 70.61:5:19.00, 71.55:4:-10.00, 61.25:7:-5.00, 72.00:3:0.00, 106.00:2:-5.00, 68.16:6:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 1, ,, 56:DIPLO_STATE_ALLIED,, 34:DIPLO_STATE_ALLIED, 43:DIPLO_STATE_ALLIED, 27:DIPLO_STATE_ALLIED, -10:DIPLO_STATE_WAR, -19:DIPLO_STATE_WAR, -19:DIPLO_STATE_WAR, -22:DIPLO_STATE_WAR, -12:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 1, Threat and Trust,, 65.25:8:6.00,, 116.90:1:9.00, 60.16:9:13.00, 75.70:5:17.00, 76.66:4:-10.00, 66.36:7:-5.00, 77.11:3:0.00, 111.11:2:-5.00, 73.25:6:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 2, ,, 36:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_ALLIED,, 49:DIPLO_STATE_ALLIED, 43:DIPLO_STATE_ALLIED, -4:DIPLO_STATE_WAR, 5:DIPLO_STATE_WAR, -1:DIPLO_STATE_WAR, 18:DIPLO_STATE_WAR, 14:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 2, Threat and Trust,, 60.16:2:6.00, 60.16:2:10.00,, 60.16:2:14.00, 60.16:2:21.00, 49.50:8:-10.00, 39.20:10:-5.00, 49.95:7:0.00, 83.95:1:-5.00, 46.11:9:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 3, ,, 18:DIPLO_STATE_ALLIED, 32:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED,, 24:DIPLO_STATE_ALLIED, -19:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 3, Threat and Trust,, 65.75:8:11.00, 60.16:9:12.00, 87.80:2:12.00,, 76.20:5:22.00, 77.16:4:-10.00, 66.86:7:-5.00, 77.61:3:0.00, 111.61:1:-5.00, 73.75:6:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 4, ,, 45:DIPLO_STATE_ALLIED, -4:DIPLO_STATE_ALLIED, 30:DIPLO_STATE_ALLIED, 2:DIPLO_STATE_ALLIED,, 6:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 4, Threat and Trust,, 60.16:6:11.00, 60.16:6:17.00, 73.05:3:20.00, 60.16:6:23.00,, 62.41:5:-10.00, 52.11:10:-5.00, 62.86:4:2.00, 96.86:2:-5.00, 114.20:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 3, ,, 18:DIPLO_STATE_ALLIED, 32:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED,, 24:DIPLO_STATE_ALLIED, -19:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 3, Threat and Trust,, 65.75:8:11.00, 60.16:9:12.00, 87.80:2:12.00,, 76.20:5:22.00, 77.16:4:-10.00, 66.86:7:-5.00, 77.61:3:0.00, 111.61:1:-5.00, 73.75:6:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 3, ,, 18:DIPLO_STATE_ALLIED, 32:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED,, 24:DIPLO_STATE_ALLIED, -19:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 3, Threat and Trust,, 65.75:8:11.00, 60.16:9:12.00, 87.80:2:12.00,, 76.20:5:22.00, 77.16:4:-10.00, 66.86:7:-5.00, 77.61:3:0.00, 111.61:1:-5.00, 73.75:6:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 2, ,, 36:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_ALLIED,, 49:DIPLO_STATE_ALLIED, 43:DIPLO_STATE_ALLIED, -4:DIPLO_STATE_WAR, 5:DIPLO_STATE_WAR, -1:DIPLO_STATE_WAR, 18:DIPLO_STATE_WAR, 14:DIPLO_STATE_WAR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 2, Threat and Trust,, 60.16:2:8.00, 60.16:2:10.00,, 60.16:2:14.00, 60.16:2:21.00, 49.50:8:-10.00, 39.20:10:-5.00, 49.95:7:0.00, 83.95:1:-5.00, 46.11:9:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 3, ,, 18:DIPLO_STATE_ALLIED, 32:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED,, 24:DIPLO_STATE_ALLIED, -19:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -11:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 3, Threat and Trust,, 65.75:8:11.00, 60.16:9:12.00, 87.80:2:12.00,, 76.20:5:22.00, 77.16:4:-10.00, 66.86:7:-5.00, 77.61:3:0.00, 111.61:1:-5.00, 73.75:6:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 0, ,,, 9:DIPLO_STATE_ALLIED, -2:DIPLO_STATE_ALLIED, -8:DIPLO_STATE_ALLIED, 30:DIPLO_STATE_ALLIED, 2:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 0, Threat and Trust,,, 60.16:8:13.00, 117.40:1:11.00, 60.16:8:15.00, 70.61:5:19.00, 71.55:4:-10.00, 61.25:7:-5.00, 72.00:3:0.00, 106.00:2:-5.00, 68.16:6:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
57, 5, ,, -26:DIPLO_STATE_WAR, -55:DIPLO_STATE_WAR, -51:DIPLO_STATE_WAR, -62:DIPLO_STATE_WAR, -29:DIPLO_STATE_WAR,, 11:DIPLO_STATE_ALLIED, 24:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 5:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
57, 5, Threat and Trust,, 60.16:1:0.00, 60.16:1:3.00, 60.16:1:4.00, 60.16:1:3.00, 60.16:1:8.00,, 10.16:7:-5.00, 10.16:7:1.00, 47.11:6:-5.00, 10.16:7:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
57, 6, ,, -49:DIPLO_STATE_WAR, -59:DIPLO_STATE_WAR, -69:DIPLO_STATE_WAR, -79:DIPLO_STATE_WAR, -63:DIPLO_STATE_WAR, -11:DIPLO_STATE_ALLIED,, 11:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 6:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
57, 6, Threat and Trust,, 60.16:1:-3.00, 60.16:1:1.00, 60.16:1:2.00, 60.16:1:2.00, 60.16:1:6.00, 10.16:8:-10.00,, 16.45:7:1.00, 50.45:6:-5.00, 10.16:8:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
57, 7, ,, -56:DIPLO_STATE_WAR, -77:DIPLO_STATE_WAR, -80:DIPLO_STATE_WAR, -94:DIPLO_STATE_WAR, -73:DIPLO_STATE_WAR, 1:DIPLO_STATE_ALLIED, 18:DIPLO_STATE_ALLIED,, 4:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_ALLIED, 5:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
57, 7, Threat and Trust,, 60.16:1:3.00, 60.16:1:4.00, 60.16:1:4.00, 60.16:1:7.00, 60.16:1:9.00, 10.16:7:-10.00, 10.16:7:-5.00,, 40.45:6:-5.00, 10.16:7:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
57, 8, ,, -69:DIPLO_STATE_WAR, -97:DIPLO_STATE_WAR, -69:DIPLO_STATE_WAR, -81:DIPLO_STATE_WAR, -77:DIPLO_STATE_WAR, 5:DIPLO_STATE_ALLIED, 14:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED,, 20:DIPLO_STATE_ALLIED, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
57, 8, Threat and Trust,, 60.16:1:-3.00, 60.16:1:1.00, 60.16:1:2.00, 60.16:1:2.00, 60.16:1:6.00, 10.16:6:-10.00, 10.16:6:-5.00, 10.16:6:1.00,, 10.16:6:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
