Game Turn, Player, System, Tree, Node, Result, Data
40, 5, City LOC_CITY_NAME_BUENOS_AIRES, Build City District, READY, Build Unit, Not Building
40, 5, City LOC_CITY_NAME_BUENOS_AIRES, Build City District, READY, Cancel Contract, No contract
40, 5, City LOC_CITY_NAME_BUENOS_AIRES, Build City District, READY, Move Unit, 
40, 5, City LOC_CITY_NAME_BUENOS_AIRES, Build City District, READY, Build Production, Using builder charge at 37 74
40, 5, City LOC_CITY_NAME_PELLA, Build City District, RUNNING, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_ENCAMPMENT; Value: 633
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Concurrent, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Contract Manager Decorator, No contract,
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Purchase Plot, Not Buying anything
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Reserve Plot, Reserving plot 25 72
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Contract Manager Decorator, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
40, 5, City LOC_CITY_NAME_PELLA, Build City District, RUNNING, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Priority, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, FAILURE, Check Plot, Plot 25 72: FEATURE_JUNGLE
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Contract Manager Decorator, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Priority, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Find Available Unit, Found: UNIT_BUILDER
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Concurrent, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Protect Unit, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Move Unit, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Clear Plot, Clearing with 0
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
40, 5, City LOC_CITY_NAME_PELLA, Build City District, RUNNING, Concurrent, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, RUNNING, Contract Manager Decorator, No contract,
40, 5, City LOC_CITY_NAME_PELLA, Build City District, RUNNING, Build Unit, Not Building
40, 5, City LOC_CITY_NAME_PELLA, Build City District, SUCCESS, Has Player Ability, --, Wonders, Failed
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Contract Manager Decorator, No contract,
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Priority, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Find Available Unit, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Contract Manager Decorator, No contract,
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Build Unit, Not Building
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Cancel Contract, No contract
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Move Unit, 
40, 5, City LOC_CITY_NAME_PELLA, Build City District, READY, Build Production, Using builder charge at 25 72
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, RUNNING, Sequence, 
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_TEMPLE; Value: 640
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, RUNNING, Contract Manager Decorator, 
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, RUNNING, Add Goal Tech, CIVIC_THEOLOGY: Accepted
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, READY, Contract Manager Decorator, No contract,
40, 5, City LOC_CITY_NAME_PELLA, Build City Building, READY, Build Unit, Not Building
40, 6, Operation, Settle City Op, RUNNING, Concurrent, 
40, 6, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 696
40, 6, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
40, 6, Operation, Settle City Op, RUNNING, Sequence, 
40, 6, Operation, Settle City Op, READY, Operation Change Target, OK
40, 6, Operation, Settle City Op, READY, Concurrent, 
40, 6, Operation, Settle City Op, READY, Priority, 
40, 6, Operation, Settle City Op, READY, Find Available Unit, Seeking: UNIT_SETTLER
40, 6, Operation, Settle City Op, READY, Concurrent, 
40, 6, Operation, Settle City Op, READY, Contract Manager Decorator, Contract 672: waiting 0 of 10 turns,
40, 6, Operation, Settle City Op, READY, Build Unit, UNIT_SETTLER: Done at 696.0
40, 6, Operation, Settle City Op, READY, Contract Manager Decorator, Contract 672: waiting 0 of -1 turns,
40, 6, Operation, Settle City Op, READY, Concurrent, 
40, 6, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: NONE Total: 1. Ready: NO
40, 6, Operation, Settle City Op, READY, Operation Move, Inactive
40, 6, Operation, Settle City Op, READY, Lock Units, Units Locked
40, 6, Operation, Settle City Op, READY, Concurrent, 
40, 6, Operation, Settle City Op, READY, Recruit Units, Recruited: 1; Recruiting: NONE Total: 3. Ready: NO
40, 6, Operation, Settle City Op, READY, Make Formation, 
40, 6, Operation, Settle City Op, READY, Operation Attack Units, 
40, 6, Operation, Settle City Op, READY, Operation Move, Inactive
40, 6, Operation, Settle City Op, RUNNING, Concurrent, 
40, 6, Operation, Settle City Op, SUCCESS, Operation Change Target, OK
40, 6, Operation, Settle City Op, SUCCESS, Recruit Units, Recruited: 0; Recruiting: NONE Total: 3. Ready: YES
40, 6, Operation, Settle City Op, SUCCESS, Operation Attack Units, 
40, 6, Operation, Settle City Op, SUCCESS, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
40, 6, Operation, Settle City Op, RUNNING, Operation Move, Moving to target position 15: 64
40, 6, Operation, Settle City Op, READY, Settle, Settling unit to make new city
40, 6, AI_EVENT_GAIN_TECH, Upgrade Units, RUNNING, Concurrent, 
40, 6, AI_EVENT_GAIN_TECH, Upgrade Units, SUCCESS, Find Available Unit, 
40, 6, AI_EVENT_GAIN_TECH, Upgrade Units, SUCCESS, Find Unit Targets, 
40, 6, AI_EVENT_GAIN_TECH, Upgrade Units, SUCCESS, Upgrade Units, 
40, 6, AI_EVENT_GAIN_TECH, Upgrade Units, RUNNING, Move Unit, 
40, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_RIO_DE_JANEIRO, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_SALVADOR, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Decode Trigger, Improve: IMPROVEMENT_FISHERY; Value: 389
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Reserve Plot, Reserving plot 23 56
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Priority, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Check Plot, Plot 23 56: Clear
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Sequence, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Priority, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Protect Unit, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Clear Plot, Clearing with 0
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Priority, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Protect Unit, Protecting 0 units
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Move Unit, Moving unit to 23 56
40, 6, City LOC_CITY_NAME_JERUSALEM, Build City Improvement, SUCCESS, Build Improvement, Building Improvement: IMPROVEMENT_FISHERY
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Decode Trigger, District: DISTRICT_CAMPUS; Value: 637
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Purchase Plot, Not Buying anything
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Reserve Plot, Reserving plot 16 61
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Contract Manager Decorator, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, RUNNING, Priority, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, FAILURE, Check Plot, Plot 16 61: Clear
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, RUNNING, Contract Manager Decorator, Contract 562: waiting 10 of 10 turns,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Add Goal Tech, TECH_ECONOMICS: Accepted/No civic submitted
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Find Available Unit, Seeking: UNIT_BUILDER
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Protect Unit, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Clear Plot, Clearing with 0
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Has Player Ability, --, Wonders, Failed
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Find Available Unit, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City District, READY, Build Production, Using builder charge at 16 61
40, 6, City LOC_CITY_NAME_FORTALEZA, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_SAO_PAULO, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_SAO_PAULO, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, FAILURE, Sequence, 
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, READY, Decode Trigger, Building: BUILDING_TEMPLE; Value: 451
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, READY, Contract Manager Decorator, Contract 528: waiting 0 of 5 turns,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, READY, Add Goal Tech, CIVIC_THEOLOGY: Done
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, FAILURE, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_CURITIBA, Build City Building, READY, Build Unit, Not Building
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, RUNNING, Sequence, 
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Decode Trigger, Building: BUILDING_AMPHITHEATER; Value: 587
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Choose City, Building: BUILDING_AMPHITHEATER District: DISTRICT_THEATER
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Contract Manager Decorator, No contract,
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Purchase Plot, Not Buying anything
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Reserve Plot, Reserving plot 13 56
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Priority, 
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, FAILURE, Check Plot, Plot 13 56: FEATURE_FOREST
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Sequence, 
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Priority, 
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Find Available Unit, Found: UNIT_BUILDER
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, READY, Contract Manager Decorator, No contract,
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, READY, Build Unit, Not Building
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Concurrent, 
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Protect Unit, Protecting 0 units
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Move Unit, Moving unit to 13 56
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, SUCCESS, Clear Plot, Clearing with 3276835
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, RUNNING, Contract Manager Decorator, No contract,
40, 6, Seek Civic Boost CIVIC_HUMANISM, Build Trigger Building, RUNNING, Build Unit, BUILDING_AMPHITHEATER: Accepted at 0.0
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, FAILURE, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, READY, Decode Trigger, Building: BUILDING_TEMPLE; Value: 3396
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, READY, Contract Manager Decorator, Contract 581: waiting 0 of 5 turns,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, READY, Add Goal Tech, CIVIC_THEOLOGY: Done
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, FAILURE, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City Building, READY, Build Unit, Not Building
40, 6, Seek Civic Boost CIVIC_GAMES_RECREATION, Research Trigger Tech, RUNNING, Sequence, 
40, 6, Seek Civic Boost CIVIC_GAMES_RECREATION, Research Trigger Tech, READY, Decode Trigger, Value: 69
40, 6, Seek Civic Boost CIVIC_GAMES_RECREATION, Research Trigger Tech, RUNNING, Contract Manager Decorator, No contract,
40, 6, Seek Civic Boost CIVIC_GAMES_RECREATION, Research Trigger Tech, RUNNING, Add Goal Tech, TECH_HORSEBACK_RIDING: Accepted/No civic submitted
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Decode Trigger, District: DISTRICT_INDUSTRIAL_ZONE; Value: 907
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, RUNNING, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, SUCCESS, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, SUCCESS, Purchase Plot, Not Buying anything
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, SUCCESS, Reserve Plot, Reserving plot 18 57
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, RUNNING, Contract Manager Decorator, Contract 673: waiting 5 of 8 turns,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Add Goal Tech, TECH_APPRENTICESHIP: Accepted/No civic submitted
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Check Plot, Plot 18 57: FEATURE_FLOODPLAINS
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Contract Manager Decorator, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Find Available Unit, Not seeking units
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Protect Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Clear Plot, Clearing with 0
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Has Player Ability, --, Wonders, Failed
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Find Available Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City District, READY, Build Production, Using builder charge at 18 57
40, 6, City LOC_CITY_NAME_CURITIBA, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_CURITIBA, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_JERUSALEM, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Simple City Tree, SUCCESS, City Attack, No enemy units in range
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, READY, Decode Trigger, Building: BUILDING_CASTLE; Value: 546
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, RUNNING, Contract Manager Decorator, Contract 737: waiting 2 of 5 turns,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, READY, Add Goal Tech, TECH_CASTLES: Accepted/No civic submitted
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Building, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Decode Trigger, District: DISTRICT_CAMPUS; Value: 1046
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Purchase Plot, Not Buying anything
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Reserve Plot, Reserving plot 16 52
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Priority, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, FAILURE, Check Plot, Plot 16 52: Clear
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, RUNNING, Contract Manager Decorator, Contract 654: waiting 6 of 10 turns,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Add Goal Tech, TECH_ANIMAL_HUSBANDRY: Accepted/No civic submitted
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Find Available Unit, Seeking: UNIT_BUILDER
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Protect Unit, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Clear Plot, Clearing with 0
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Has Player Ability, --, Wonders, Failed
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Sequence, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Priority, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Find Available Unit, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_FORTALEZA, Build City District, READY, Build Production, Using builder charge at 16 52
40, 6, City LOC_CITY_NAME_JERUSALEM, Simple City Tree, SUCCESS, Concurrent, 
40, 6, City LOC_CITY_NAME_JERUSALEM, Simple City Tree, FAILURE, City Attack, Cannot attack
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 520
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, SUCCESS, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Reserve Plot, Reserving plot 18 58
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Priority, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Check Plot, Plot 18 58: Clear
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Sequence, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Priority, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Contract Manager Decorator, No contract,
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Build Unit, Not Building
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Cancel Contract, No contract
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Concurrent, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Protect Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Move Unit, 
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, READY, Clear Plot, Clearing with 0
40, 6, City LOC_CITY_NAME_SALVADOR, Build City Improvement, SUCCESS, Sequence, 
