Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 62, 63
6, 14, ,,,,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
6, 14, Threat and Trust,,,,,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
6, 15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
6, 15, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
6, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
6, 16, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
6, 17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
6, 17, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
6, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, 62, Threat and Trust,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6, 0, ,,, 13:DIPLO_STATE_ALLIED, 17:DIPLO_STATE_ALLIED, 25:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
6, 0, Threat and Trust,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
6, 1, ,, 9:DIPLO_STATE_ALLIED,, 14:DIPLO_STATE_ALLIED, 10:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
6, 1, Threat and Trust,, 60.16:1:0.00,, 60.16:1:0.00, 60.16:1:2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
6, 2, ,, 13:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED,, 15:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
6, 2, Threat and Trust,, 60.16:1:0.00, 60.16:1:0.00,, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
6, 3, ,, 27:DIPLO_STATE_ALLIED, 13:DIPLO_STATE_ALLIED, 15:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
6, 3, Threat and Trust,, 60.16:1:0.00, 60.16:1:2.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
6, 0, ,,, 13:DIPLO_STATE_ALLIED, 17:DIPLO_STATE_ALLIED, 25:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
6, 0, Threat and Trust,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 4, ,,,,,,, 10:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 14:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 4, Threat and Trust,,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 5, ,,,,,, 9:DIPLO_STATE_ALLIED,, 21:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 5, Threat and Trust,,,,,, 60.16:1:0.00,, 60.16:1:0.00, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 6, ,,,,,, 15:DIPLO_STATE_ALLIED, 21:DIPLO_STATE_ALLIED,, 18:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 6, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00,, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 7, ,,,,,, 16:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED, 18:DIPLO_STATE_ALLIED,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 7, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 8, ,,,,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 8, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
7, 9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 9, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 10, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 10, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 11, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 12, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 13, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 14, ,,,,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 14, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
7, 15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 15, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 16, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
7, 17, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
7, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, 62, Threat and Trust,, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7, 0, ,,, 13:DIPLO_STATE_ALLIED, 17:DIPLO_STATE_ALLIED, 25:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 0, Threat and Trust,,, 10.16:1:0.00, 10.16:1:0.00, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 1, ,, 9:DIPLO_STATE_ALLIED,, 14:DIPLO_STATE_ALLIED, 10:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 1, Threat and Trust,, 10.16:1:0.00,, 10.16:1:0.00, 10.16:1:2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 2, ,, 13:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED,, 15:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 2, Threat and Trust,, 10.16:1:0.00, 10.16:1:0.00,, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 3, ,, 27:DIPLO_STATE_ALLIED, 13:DIPLO_STATE_ALLIED, 15:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 3, Threat and Trust,, 10.16:1:0.00, 10.16:1:2.00, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
7, 2, ,, 13:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED,, 15:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
7, 2, Threat and Trust,, 10.16:1:0.00, 10.16:1:0.00,, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 4, ,,,,,,, 13:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 14:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 4, Threat and Trust,,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 5, ,,,,,, 9:DIPLO_STATE_ALLIED,, 21:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 5, Threat and Trust,,,,,, 60.16:1:0.00,, 60.16:1:0.00, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 6, ,,,,,, 15:DIPLO_STATE_ALLIED, 21:DIPLO_STATE_ALLIED,, 18:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 6, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00,, 60.16:1:0.00, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 7, ,,,,,, 16:DIPLO_STATE_ALLIED, 19:DIPLO_STATE_ALLIED, 18:DIPLO_STATE_ALLIED,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 7, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,, 0.00:5:0.00,,,,,, 0.00:5:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 8, ,,,,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 8, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
8, 9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 9, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 10, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 10, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 11, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 12, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 13, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 14, ,,,,,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 14, Threat and Trust,,,,,, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00
8, 15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 15, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 16, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
8, 17, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
8, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, 62, Threat and Trust,, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00, 10.16:5:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00, 60.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8, 0, ,,, 13:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 25:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 0, Threat and Trust,,, 10.16:1:0.00, 10.16:1:0.00, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 1, ,, 9:DIPLO_STATE_ALLIED,, 9:DIPLO_STATE_ALLIED, 10:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 1, Threat and Trust,, 10.16:1:0.00,, 10.16:1:0.00, 10.16:1:2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 2, ,, 8:DIPLO_STATE_ALLIED, 14:DIPLO_STATE_ALLIED,, 10:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 2, Threat and Trust,, 10.16:1:0.00, 10.16:1:0.00,, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
8, 3, ,, 27:DIPLO_STATE_ALLIED, 13:DIPLO_STATE_ALLIED, 10:DIPLO_STATE_ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
8, 3, Threat and Trust,, 10.16:1:0.00, 10.16:1:2.00, 10.16:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:5:0.00, 0.00:5:0.00
